contract_address,name,symbol,decimals
noctik.gra-fun.near,No Cost TikTok,noctik,24
noear-324.meme-cooking.near,NOEAR,NOEAR,18
nogecoin.near,Nogecoin,NOGE,8
noge.tkn.near,Noge The Doge,NOGE,18
nokia-1091.meme-cooking.near,A Slightly Used Nokia 3310,NOKIA,18
noob.token0.near,Noob,NOOB,18
noodle.token0.near,Fire Noodle Challenge,NOODLE,18
nosamo.tkn.near,Nos Amo Coin ,NOSAMO,14
not1.token0.near,NotCoin,NOT,18
not2.token0.near,Notcoin,NOT,18
not.tkn.near,NOT Neological Ontological Tautological,NOT,14
notg.token0.near,nothing,NOTG,18
nox.gra-fun.near,NOX,NOX,24
np.tkn.near,Nearly Protocol,NP,18
npac-245.meme-cooking.near,NEAR PAC MAN ,NPAC,18
npad.tkn.near,NearPad,NPAD,18
ft.nephilim.near,NEPH-X,NPX,24
nrmgld.gra-fun.near,Deity of Order,nrmgld,24
nro.tkn.near,nearo,NRO,18
nrtd.token0.near,NEARTARDED,NRTD,18
nrtr.aidols.near,NEARtro,NRTR,24
nrvia.aidols.near,NEARVIDIA,NRVIA,24
nrwy1.aidols.near,NEARRunway,NRWY1,24
ns.tkn.near,Near Squid,NS,18
nsamo.tkn.near,SAMO Coin,nSAMO,18
nsanta-1274.meme-cooking.near,NEAR SANTA,NSANTA,18
nshib.tkn.near,Nshiba,Nshib,18
nst.tkn.near,Nearstarter,NST,18
near_starter_token.near,Near starter,NSTART,24
ntc.tkn.near,NearTards Currency,NTC,0
ntdarai.tkn.near,nft ticket Darai,NTDarai,0
nte-743.meme-cooking.near,Nate ,NTE,18
nte-1031.meme-cooking.near,Nate,NTE,18
ntk.tkn.near,NeuroToken,NTK,18
ntrash.tkn.near,NEAR TRASH,nTRASH,18
ntsnvr.gra-fun.near,Not Tied to Sinks,ntsnvr,24
nug.token0.near,Near Ukraine Guild 🇺🇦,NUG,18
nusd.tkn.near,NUSD,nusd,18
nusdc.tkn.near,nUSDC,NUSDC,18
nusdt.tkn.near,nUSDT,NUSDT,18
nut.tkn.near,NEAR University Token,NUT,18
nvana.token0.near,Nearvana,NVANA,18
nvc.tkn.near,nVCELKA,NVC,18
nearvidiais.near,NearVidia,Nvdia,8
nvidai.aidols.near,NVIDIA Neural,NVIDAI,24
nvidia.aidols.near,Agent NVIDIA ,Nvidia,24
nvidia-17.aidols.near,Nvidia AI,NVIDIA,24
nvigtc.aidols.near,NVIDIA GTC,NVIGTC,24
nvision.tkn.near,NVISION,NVISION,18
nvl.aidols.near,NEARVEIL,NVL,24
nvp.tkn.near,NOVAPUNK,NVP,18
rocketbois-reward.near,NVRS Token,NVRS,18
9b204442fe63137a47930b78976c4f1a7c34d555e46fb51f614d0801520cac01,NVRS Token,NVRS,18
rocket-staking.near,NVRS Token,NVRS,18
nwnear-1473.meme-cooking.near,NEW NEAR,nwnear,24
nwr.aidols.near,NEAR Whisperer,NWR,24
o.tkn.near,Omicron,O,0
oai.gra-fun.near,Open AI,OAI,24
obama.gra-fun.near,OBAMA,OBAMA,24
kiksen.near,Thinking outside the box ⚅,o.box,0
obs.openbisea.near,OpenBiSea Token,OBS,18
obx.tkn.near,🎨🌊👽,OBX,0
ody.tkn.near,Ody,ODY,18
of.token0.near,OnlyFans,OF,18
offer.dagro.near,Offer,OFFER,6
ofp.tkn.near,Open Forest Protocol,OFP,18
ogobug.aidols.near,OOga Booga,OGOBUG,24
ogvic.gra-fun.near,Another Win for Originals,ogvic,24
ohb.aidols.near,Obama-tic Harmony Bot,OHB,24
old1.token0.near,OLD GUY,OLD,18
old.token0.near,OLD GUY,OLD,18
olympic.token0.near,Olympic,OLYMPIC,18
one-1114.meme-cooking.near,THE ONE,ONE,18
onemorehot.token0.near,BRAZZERS,ONEMOREHOT,18
onr.tkn.near,OnNear,ONR,9
oops.tkn.near,Oops!,OOPS,0
opntoken.near,OPN Token,OPN,24
lock-opntoken.near,OPN Token Lock,OPN,24
opul.tkn.near,Opulous,OPUL,8
orb.enter-the-sphere.near,Enter The Sphere ORB,ORB,18
elongrokinu.near,ElonGrokInu,ORDINAL,18
otdai.tkn.near,OTDAI token,OTDAI,18
obridge-test-token-b.near,Obridge Test Token B,OTTB,8
4e807467ba9e3119d5356c5568ef63e9c321b471.factory.bridge.near,Otto Token,OTTO,18
25.contract.portalbridge.near,OUTSYDE GLOBAL BVI CORP,OUTSYDE,6
berneck.near,EULE COIN🦉,OWL🚀,0
ows.tkn.near,Open Web Services,OWS,18
owsd.tkn.near,Open Web Services DAO,OWSd,18
p0k.tkn.near,p0k token,p0k,18
pa.tkn.near,Pacebedo,PA,18
pacman.tkn.near,PACMAN,PACMAN,18
8.contract.portalbridge.near,impactMarket,PACT,8
pad.tkn.near,NearPAD,PAD,18
pagoda.tkn.near,Pagoda,PAGODA,18
palka.tkn.primitives.near,Палка,PALKA,6
pamp.gra-fun.near,Pamp it!,PAMP,24
panda.tkn.near,Panda Token,PANDA,18
pandoratoken.near,Pandora,PANDORA,18
pants.aidols.near,FancyPants,PANTS,24
papa.dagro.near,Papa,PAPA,6
parchita.dagro.near,Parchita,PARCHITA,6
pasha.gra-fun.near,PASHA.tg,PASHA,24
ren-p-m.near,PatronusCoin,PatC,0
patilla.dagro.near,Patilla,PATILLA,6
pbds.tkn.near,PAMBADS,PBDS,1
pbl.tkn.near,Picobot Laborer,PBL,0
pcat.tknx.near,PERSIAN CAT,PCAT,18
pr0ph3cy.near,P.coin,P.coin,0
c0f907ba30f0742ab9a504cc547e9359026073a7ac1ef6b41ce49b83644cf7e2,PCOIN,PCOIN,0
116065cd3769e8ab81ab65df4b1eb2c22d12ddff4ef8edbbc4af3a288308086e,PCOIN,PCOIN,0
pdd.token0.near,P. Diddy,PDD,18
pecop.pideky_escala.near,Pideky Escala,PECOP,0
peepocoins.near,Peepo Coins,PEEPO,4
pegas.tkn.near,Pegasus,PEGAS,18
pei.token0.near,PEIPEI,PEI,18
penis.aidols.near,PENIS,PENIS,24
penrosepartners.tkn.near,Penrose Partners,penrosepartners,1
eth-0x6982508145454ce325ddbe47a25d4ec3d2311933.omft.near,Pepe,PEPE,18
pepe.tkn.near,PEPE,PEPE,18
pepe.token0.near,PEPE,PEPE,18
pepe1.token0.near,Pepe,PEPE,18
pepear.aidols.near,PEPEAR,PEPEAR,24
pepelong.tkn.near,PEPE LONG,PEPELONG,18
pepepepepe.token0.near,pepepepepe,PEPEPEPEPE,18
pepsico.tkn.near,nearmoon,Pepsico,18
pepy24.gra-fun.near,PEPY Token,pepy24,24
persnmt.gra-fun.near,Persian Star,persnmt,24
pescado.dagro.near,Pescado,PESCADO,6
peter.tkn.near,Peter,Peter,18
pex.tkn.near,phoenix,pex,18
pggy.tkn.near,Piggy Bank Money,PGGY,18
phcg.tkn.near,Phoenix Cat Granula,PHCG,18
pheo.tkn.near,PHEO,PHEO,18
phoneme.tkn.near,17797030177,PHONEME,18
php.tkn.near,People help People,PhP,18
pi.tkn.near,Pi,Pi,18
pie.token0.near,piepie,PIE,18
pig.tkn.near,PigToken,PIG,18
pigs.tkn.near,Wen Pigs Fly,PIGS,18
pimenton.dagro.near,Pimenton,PIMENTON,6
pina.dagro.near,Pina,PINA,6
pino.gra-fun.near,PINO,PINO,24
pino.tkn.primitives.near,PINO,PINO,18
pitpmp.gra-fun.near,Inflate Titan,pitpmp,24
pixel.tkn.near,Pixel Token,PIXEL,18
pixiv.tkn.near,pixi,pixiv,18
pkcat.tkn.near,PIKACAT,PKCAT,15
pkr.tkn.near,Poker Chips,PKR,18
pl.token0.near,Palestine ,PL,18
plat.tkn.near,Platypus Token,PLAT,18
platano.dagro.near,Platano,PLATANO,6
play.tkn.near,Playboy ,PLAY,18
plb-1567.meme-cooking.near,Plebe,PLB,18
pleasesendmemytokensbacksir.tkn.near,"Hey, I accidentally sent you 310N (tx id: Ftw6t3QydEFpJSa9APRd8ojvnviY2SYNCGAcvAJM7qaf) and would want to have it back please sir 😭 You can also keep a bounty if you really want to. Just please send back the majority of it to o0_0o.near",pleasesendmemytokensbacksir,18
plsm.tkn.near,Plasma,PLSM,18
plug.token0.near,PLUG RELATIONS,PLUG,18
ply.tkn.near,Pally,PLY,18
pmc.tkn.near,Pixelmech Coin,PMC,0
pmt.token0.near,PokeTON,PMT,18
pndr.token0.near,Pandora,PNDR,18
phoenix-staging.near,Phoenix NEAR,pNEAR,24
phoenix-bonds.near,Phoenix NEAR,pNEAR,24
pns.token0.near,PENIS,PNS,18
pnx.tkn.near,PayNex,PNX,18
poketa.tkn.near,HEAP POKETA,POKETA,9
pol.omft.near,POL,POL,18
pollm20.aidols.near,PollMaster 2020,PollM20,24
pollo.dagro.near,Pollo,POLLO,6
pollpet.aidols.near,PollPet,PollPet,24
ponkeai.aidols.near,PONKEAIDOL,PONKEAI,24
f914d5ed8da9855da16e998d28704f2f81d49cfe119be22a35cff863fa4fe3ef,Pontevedra,Ponte,0
poo.token0.near,PUMP,POO,18
poof.tkn.near,POOF,POOF,18
poop.aidols.near,Poopface,poop,24
poop.token0.near,Poopcoin,POOP,18
poopcoin.token0.near,POOPCOIN ON NEAR,POOPCOIN,18
poopiscoop-541.meme-cooking.near,Scoopydipoop,Poopiscoop,18
poppy-0.meme-cooking-test.near,Poppy,POPPY,18
potate.token0.near,Potato,POTATE,18
power.aidols.near,Power for Change,Power,24
poweredbyhotwallet.token0.near,iHot,POWEREDBYHOTWALLET,18
app.chess-game.near,Protocol Pawns Points,PPP,6
ppp.aidols.near,Pepe ProfitPal,PPP,24
prdla.gra-fun.near,Embrace Achievement,prdla,24
c6903b623f1548f533eb367f6f1b7d717b9351c2.factory.bridge.near,Presence DAO,PRESENCE,18
preton.token0.near,PRETON GAME ,PRETON,18
prince.tkn.near,Prince,PRINCE,0
pro1.tkn.near,🎉You won 500 NEAR!🎉To claim your gain:👉www.near-raffle.com,PRO1,0
proai-1161.meme-cooking.near,Prometheus The AI,ProAI,18
prt.token0.near,parrot,PRT,18
pt.tfactory.near,Part-timer,PT,18
pre.intear.near,Prettear,pTEAR,24
ptlc.tkn.near,Prelaunch Tulumcoin,PTLC,18
ptlm.tkn.near,Prelaunch Tulumcoin,PTLM,18
ptn.gra-fun.near,PUTIN,PTN,24
pump.aidols.near,Pumpy Oak,PUMP,24
pumpik.gra-fun.near,Pumpik,Pumpik,24
pumpkg-332.meme-cooking.near,PUMPKING,PUMPKG,18
pumpz.aidols.near,Pumpocalypse,PUMPZ,24
punk-280.meme-cooking.near,PunkOnNEAR,PUNK,18
punk2317.tkn.near,PUNK #2317,PUNK2317,18
purgem-1055.meme-cooking.near,Purge me More,PURGEM,18
purpledragon.tkn.near,Purple Dragon,PURPLEDRAGON,18
purr.gra-fun.near,Cts,Purr,24
purr.tkn.near,Purr Coin,PURR,18
purrr.tkn.near,Divya Preetha,PURRR,18
pussy.laboratory.jumpfinance.near,PUSSY,PUSSY,18
pussy.tkn.near,PUSSY,PUSSY,18
puta.token0.near,Vladimir Puta,PUTA,18
putin.token0.near,Putin,PUTIN,18
putt.tkn.near,Puttcoinz,PUTT,18
pw.tkn.near,Portis Wallet Token,PW,10
pwt.tkn.near,Pulse Wallet Tolen,PWT,10
pyouth.tkn.near,Potion of Youth,PYouth,0
21.contract.portalbridge.near,Pyth Network,PYTH,6
pzdc.gra-fun.near,PZDC,PZDC,24
qad-263.meme-cooking.near, Quantum Quad,QAD,18
qroc.aidols.near,Hello :),QROC,24
qtlive.gra-fun.near,Quantum Anytime,qtlive,24
quack.gra-fun.near,MetaDuck,QUACK,24
queso.dagro.near,Queso,QUESO,6
question.gra-fun.near,question,question,24
raccoon-882.meme-cooking.near,Raccoon,Raccoon,18
racoonx-1547.meme-cooking.near,RacoonAlex,RACOONX,18
radeonear.tkn.near,AMD RadeoNEAR,RadeoNEAR,18
raen.token0.near,q◉◉p,RAEN,18
raen-608.meme-cooking.near,RAEN locotorP,RAEN,18
token.raidvault.near,AI Raid Clash,RAID,18
ft00.ai-is-near.near,AI Raid Clash,RAID,18
rainbowbull.near,RAINBOW,RAINBOW,8
ralfusha.tkn.near,Ralfusha token,Ralfusha,18
rank1.tkn.near,Rank1,Rank1,18
rap.aidols.near,from the block to the blockchain,RAP,24
ray.tkn.near,RAY,RAY,0
rphnyacg6w.vrtx,RedBook,RB,18
rch.tkn.near,Riche (riche.biz),Rch,18
rdg.gra-fun.near,RichDog,RDG,24
rdoge.token0.near,Rescue Dog,RDOGE,18
redacted-172.meme-cooking.near,Redacted,Redacted,18
redacted.token0.near,REDACTED,REDACTED,18
rees.tkn.near,rees,rees,18
token.ref-finance.near,Ref Finance Token,REF,18
ref.tkn.near,Ref Finance,REF,18
rekt.tkn.near,Rekt Token,REKT,18
rekt.gra-fun.near,RektChair,REKT,24
rekted.tkn.near,"I sold everything I had. Every coin I owned is gone. I'm completely out of the cryptocurrency market, I can't take it anymore. Aggressive dumping, manipulation, everything is so intense. crypto is over, I am out, I am very glad to meet you, life has dreams, each is wonderful",REKTED,18
rep.tkn.near,Reparations,REP,18
reps.tkn.near,Fitness Reps,REPS,18
retard.aidols.near,Are you retarded ?,RETARD,24
hottingen.near,REMY,RF,0
rff.aidols.near,ReferenzFoto,RFF,24
rftt.tkn.near,Ref Finance Test Token,RFTT,8
rga2k.gra-fun.near,Market Cap Drop,rga2k,24
rgb-859.meme-cooking.near,🟥🟪🟦🟩🟨🟧,RGB,18
rhea.aidols.near,Rhea Protector,RHEA,24
rhea-20.aidols.near,RHEA,RHEA,24
168296bb09e24a88805cb9c33356536b980d3fc5.factory.bridge.near,RHOC,RHOC,8
ribbit-426.meme-cooking.near,FrogFiesta,RIBBIT,18
rich.tkn.near,RICHENEAR.COM,RICH,18
riche.tkn.near,RICHE ( RICHENEAR.COM ),RICHE,10
richenear.tkn.near,RICHE ( RICHENEAR.COM ),RICHENEAR,18
ride.tkn.near,Ride,RIDE,18
rim.token0.near,Real internet money,RIM,18
rimjob.tkn.near,Simps 4 Rim,RIMJOB,18
rin.tkn.near,Rin Cat Girl,RIN,18
ring.tkn.near,14 Carat White Gold Diamond Engagement Ring,RING,0
rip.aidols.near,RIP Skype,RIP,24
relpas.laboratory.jumpfinance.near,RELPAS,RLSA,0
token.realitymaster.near,Realities,RLTS,8
rlx.gra-fun.near,RELAX ,RLX,24
39a15a0695c77cbe5fd4f06ab0ccb7bad62f696f.factory.bridge.near,rMutantCoin,rMC,18
rmcomic.gra-fun.near,Munroe's World,rmcomic,24
token1.devtest2023.near,RMNear,RMNear,18
rnc.tkn.near,Republican National Committee ,RNC,18
craftingrnear.near,Crafting Near,rNEAR,6
claimneardrop.reftoken.near,rNear at https://event.refinances.site,rNear at https://event.refinances.site,18
rnrb.gra-fun.near,Rhythm and Riffs,rnrb,24
rnrs.aidols.near,RinseAI,RNRS,24
rnx.gra-fun.near,Roblox Updates,rnx,24
roartr.gra-fun.near,RoarChain,roartr,24
token.venividiroasti.near,Venividiroasti,ROASTI,24
rock.token0.near,RocK,ROCK,18
rocker.token0.near,TheMOON,ROCKER,18
rocks.331a4daac1s.near,Roskteady Token,ROCKS,6
rofl.token0.near,RoflToken,ROFL,18
roman.tkn.near,Roman Consulting,Roman,18
root-363.meme-cooking.near,Nearvana,ROOT,18
root-676.meme-cooking.near,Terminal,ROOT,18
rort-170.meme-cooking.near,RORT,rort,18
rosanna.tkn.near,Rosanna,ROSANNA,0
rosie.aidols.near,RoseBloom AI,rosie,24
rottedwood.token0.near,Rotted Wood,ROTTEDWOOD,18
rr.aidols.near,REALROCK,RR,24
rs.tkn.near,Rust,RS,9
rsb.tkn.near,Real Soda Bread,RSB,18
rsbgor.gra-fun.near,Rescue Baby Ape,rsbgor,24
rsk1.tkn.near,RSKOIN,RSK1,18
rsz.token0.near,Rusoriz,RSZ,18
rtxai.aidols.near,RTX AI,RTXAI,24
rub.gra-fun.near,RUB,RUB,24
ruct.tkn.near,RUCT,RUCT,18
rudo.tkn.primitives.near,Rudolph,RUDO,6
rugg.aidols.near,Rugger Interceptor,RUGG,24
rugrace.tkn.near,Rug Race: Are you Degen enough to get in and out before the rug is pulled? Because it's inevitable jeeters! Just some fun brought to you by Survival Is Near,RUGRACE,18
rugwpn.gra-fun.near,Russian Soft Power,rugwpn,24
runrco.aidols.near,Runway Raccoon,RunRco,24
runy.aidols.near,Runniverse Buddy,RUNY,24
rupia.token0.near,Rupia,RUPIA,18
ruri23.gra-fun.near,RuriBot,ruri23,24
craftingrusd.near,Crafting USD,rUSD,6
ft.ruhcommunity.near,Ruh USD,RUSD,6
rust-334.meme-cooking.near,In Rust We Trust,RUST,18
rustyore.tkn.near,RUSTY ORE,RUSTYORE,2
rvndl.tkn.near,RareVandal,rVNDL,2
rwtest.tkn.near,R Away Test,RWTEST,18
sad.aidols.near,sad,sad,24
gnosis-0x4d18815d14fe5c3304e87b3fa18318baa5c23820.omft.near,Safe Token from Mainnet,SAFE,18
saga.havendao.near,SAGA,SAGA,8
sahara.gra-fun.near,SAHARA AI,SAHARA,24
sai.aidols.near,Satoshi AI,sAI,24
saint.aidols.near,Score Saint,SAINT,24
salet.tkn.near,Sale Test,SaleT,18
sallyaidol.aidols.near,Supercharge Sally,SallyAIdol,24
salo.token0.near,SALO,SALO,18
sam.tkn.near,Sam,SAM,0
samoyed.tkn.near,Samoyed,Samoyed,9
03ec7bb59be036870ef696a2abf124f496d6735a.factory.bridge.near,Sancoj,SANC,18
sasha.tkn.near,sasha services,sasha,2
sasha-433.meme-cooking.near,SASHA,SASHA,18
sasha.token0.near,BITCOIN CAT,SASHA,18
sasha-186.meme-cooking.near,SASHA,SASHA,18
satoshi.token0.near,SATOSHI RAMP TOKEN,SATOSHI,18
satoshis.aidols.near,Satoshi Squirrel,SatoshiS,24
satoshisig.aidols.near,Satoshi Stacker,SatoshiSig,24
satoshistacker.aidols.near,Satoshi Stacker,SatoshiStacker,24
sats.token0.near,Satoshi,SATS,18
sauda.tkn.near,Sauda,SAUDA,18
sbd.gra-fun.near,stop blyat debil,SBD,24
sc2023.aidols.near,SuperCharge,SC2023,24
scales.tkn.near,SCALES,SCALES,18
scam.tkn.near,Scam Coin – Don't Buy,SCAM,18
scam.token0.near,Scamcoin,SCAM,18
scamdd.token0.near,Double Scam,SCAMDD,18
scc.aidols.near,Scorch The Crypto Crusader,SCC,24
scf-1171.meme-cooking.near,Smokingcatfish,SCF,18
scor-8.aidols.near,ScoreBot,SCOR,24
scor.aidols.near,ScoreBot,SCOR,24
score.gra-fun.near,HAPI Score,SCORE,24
score.aidols.near,Trust Score,SCORE,24
scottie.tkn.near,scottiewifhat,scottie,18
scre.aidols.near,SCOREmetron,SCRE,24
scribs-16.aidols.near,Scribbles,scribs,24
scribs.aidols.near,Scribbles,scribs,24
scrl.aidols.near,SCOREauncher,SCRL,24
scrm.aidols.near,ScoreMaster,SCRM,24
scrr.aidols.near,Scorecerer,SCRR,24
scry.aidols.near,Scorey the Spectator,SCRY,24
scsally.aidols.near,Supercharge Sally,SCSally,24
sctb.aidols.near,ScoreBot,SCTB,24
sctn.aidols.near,SCOREtron,SCTN,24
seb.gra-fun.near,sebek1606,seb,24
sega.segaai.near,segaAI,sega,18
sendit.aidols.near,TrendHunter,SENDIT,24
ser.tkn.near,Ser Protocol,SER,18
sex.tkn.near,Sex Cams,sex,2
testfttest.ewtd.near,sexyrooster,SEXY,24
sfhnxd.token0.near,Ryyuuiii,SFHNXD,18
0aabcc65ef352ad84b1326df188c95b6ab856c1c.factory.bridge.near,Scorefam,SFT,8
sftt.gra-fun.near,Sorry ,sftt,24
sgg2023.aidols.near,StarGaze Genie,SGG2023,24
sgrd.aidols.near,ScoreGuard,SGRD,24
shade.aidols.near,Shade Agents,SHADE,24
shadog.aidols.near,Sharddog,SHADOG,24
test.rk_dev.near,SHANK Token,SHANK,24
sheb.tkn.near,sheepcoin the coin to end all coins,sheb,18
sheep.thundertkn.near,sheep,SHEEP,18
sheep.token0.near,ShinySheepCoin,SHEEP,18
sheesh.tkn.near,sheesh,sheesh,18
sheva-305.meme-cooking.near,sheva,sheva,18
shgg.gra-fun.near,Shoggoth,SHGG,24
shib.token0.near,Shiba Inu,SHIB,18
eth-0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce.omft.near,SHIBA INU,SHIB,18
shib.tkn.near,Shiba   lnu,SHIB,18
shiba.tkn.near,Shiba Near,SHIBA,18
shibasav.aidols.near,ShibaSavvy,SHIBASAV,24
shibu.token0.near,Shibu Builder,SHIBU,18
shin.aidols.near,Shin-chan,SHIN,24
shiok.gra-fun.near,Binance New AI Bot,shiok,24
shit-565.meme-cooking.near,SHiTCOiN,SHiT,2
shitcoined.near,Shit Coin,SHIT,4
shit-1170.meme-cooking.near,$SHIT by Huggies,SHIT,18
shit.tkn.near,Pile of Shit (rare),SHIT,18
shit-361.meme-cooking.near,10000xAIcatshit,SHIT,18
shit21.gra-fun.near,Garbage Coin,shit21,24
shitc.aidols.near,ShitCoin Charlie,SHITC,24
rewards.0xshitzu.near,Shit Stars,SHITSTARS,18
shitzu.token0.near,Royalty for SHITZU,SHITZU,18
shitzu.tkn.near,Shitzu On Near,SHITZU,18
shmeks.tkn.near,Schmeckels,SHMEKS,18
shmelon.gra-fun.near,Meme Dispatch,shmelon,24
shmrt-1315.meme-cooking.near,ShmertCoin,SHMRT,18
shniba.tkn.near,SHIBA on Near,SHNIBA,18
sho-15.aidols.near,Shoggoth,SHO,24
sho.aidols.near,Shooo,SHO,24
shot.token0.near,hitman,SHOT,18
shr-202407.finby.near,Finby SHR,SHR,0
shrek-1073.meme-cooking.near,Shrek,SHREK,18
shrk.gra-fun.near,SHARK,SHRK,24
shtn.tkn.near,Manure0,SHTN,8
silly.nrc-20.near,SILLY,SILLY,0
simp-390.meme-cooking.near,meme4porsche,SIMP,18
sin.tkn.near,Survival Is Near,SIN,18
sin-339.meme-cooking.near,Survival Is Near,SIN,18
sinners-1137.meme-cooking.near,We are sinners,SINNERS,18
sino.tkn.near,sinobili,SINO,18
sjwoo.gra-fun.near,Sung Jin-woo,SJWOO,24
ske.tkn.near,SKELETOR,SKE,18
skilltoken.allskills.near,SKILL,SKILL,10
skpr.aidols.near,SCOREkeeper,SKPR,24
skr.gra-fun.near,SKR,SKR,24
skrp.aidols.near,ScoreKeeper,SKRP,24
sks.token0.near,Seks,SKS,18
token.namesky.near,Name Sky Fungible Token,SKY,18
sky.tkn.near,Skyward Future,SKY,18
skyt.aidols.near,SkyTracker,SKYT,24
skyto.token0.near,SKYTONET,SKYTO,18
skyward.tkn.near,Skyward,SKYWARD,18
slay.tkn.near,Slaman,SLAY,18
1ef6a7e2c966fb7c5403efefde38338b1a95a084.factory.bridge.near,ShieldEX,SLD,18
sldhld.gra-fun.near,Sold My Assets,sldhld,24
slimy-1458.meme-cooking.near,The Slimy Bandits,SLIMY,18
sllime.tkn.near,Slime's 0.5B AI model that may or may not be created,sLLiMe,18
slme.aaidols.near,Slick SlimeBot,SLME,24
slme-2.aidols.near,Slick SlimeBot,SLME,24
slme69.aidols.near,HornySlime,SLME69,24
sloth.thundertkn.near,Sloth,SLOTH,18
slownear-473.meme-cooking.near,SlowNEAR,SLOWNEAR,18
slush.tkn.near,Slushie,SLUSH,18
slv.tkn.near,SeLaVia,SLV,0
smile-409.meme-cooking.near,SmileDragon,SMILE,18
smile-1064.meme-cooking.near,The Web Is Watching,SMILE,18
smile143.token0.near,Smile143,SMILE143,18
smlfc.aidols.near,Smile Face,SMLFC,24
smliv.aidols.near,Ivan Smile,SMLIV,24
smpepe.tfactory.near,SMOKING PEPE,SMPEPE,18
snail.tkn.near,Heliko,SNAIL,18
snakesnap-1561.meme-cooking.near,SnakeSnap,SNAKESNAP,18
snap.tkn.near,FOODSTAMPS,SNAP,18
snear.tkn.near,Staking NEAR,sNEAR,18
snek.tkn.near,Snek Token,SNEK,18
sniff.gra-fun.near,Sniff,Sniff,24
sunetworld.near,Sunet Token,SNT,24
socialmeet.tkn.near,SOCIALMEET,SOCIALMEET,18
sofia.token0.near,Sofia Vergara ,SOFIA,18
sol.omft.near,Solana,SOL,9
22.contract.portalbridge.near,Wrapped SOL,SOL,8
solidarity.tkn.near,WeStandWithUkraine,SOLIDARITY,8
somes.tkn.primitives.near,Some Sense,SOMES,18
sonn.tkn.near,Sonnet,SONN,18
soon.gra-fun.near,Soon girls,Soon,24
soultoken.near,SOUL,SOUL,6
sov.tkn.near,Sovereign Money,SOV,18
sp.tknx.near,Sloth Points,SP,18
spacea.tkn.near,Space Alliance,SpaceA,18
spear-1565.meme-cooking.near,SPEARonNEAR,SPEAR,18
spear.tkn.near,SPEAR,SPEAR,18
devking.near,SPEAR,SPEAR,8
spin-285.meme-cooking.near,Spin.fi,SPIN,18
spittor.tkn.near,Spittor ,spittor,18
spk.tkn.near,Sprint,SPK,18
spooky.tkn.near,Spooky Coin,SPOOKY,18
spot.tkn.near,Spotter,SPOT,18
spp.aidols.near,Sneak-Peek Pete,SPP,24
sprk.aidols.near,AIDOSpark,SPRK,24
spun.token0.near,SPUN,SPUN,18
sqre.aidols.near,SCORE Squire,SQRE,24
squid.tkn.near,SQUID,SQUID,18
sryndp.gra-fun.near,Fortuity,sryndp,24
ss45.aidols.near,Satoshi Styler,SS45,24
sshilly.tkn.near,shy silly,sshilly,18
sstk.aidols.near,SatoshiStacker,SSTK,24
sstrump.token0.near,Super Saiyan Trump,SSTRUMP,18
st.tkn.near,蛇,st,18
st.token0.near,StopWar,ST,18
ft.dev-support.near,Support Token,ST,0
st24.tkn.near,Magic Pro 02,ST24,24
stake.tkn.near,Stake University,Stake,18
stan.tkn.near,STAN,STAN,6
star.tkn.near,Stardust,STAR,18
stars.thelittles.near,Star,STAR,0
starsents.aidols.near,StarSparkle Sentinels,StarSents,24
staysl.gra-fun.near,Footprints,staysl,24
stb.token0.near,Smart Trader Boss,STB,18
stevejobs.tkn.near,Innovation distinguishes between a leader and a follower.,STEVEJOBS,0
stke.tkn.near,sticky,STKE,18
stm.token0.near,Shiba to the Mars🚀🚀🚀,STM,18
stonkcoin.near,STONKS,STONKS,4
stop.tkn.near,STOP BUYING RUGS FROM INTEAR BOT,STOP,1
stpm.gra-fun.near,It's Gonna Jam,stpm,24
stramp.gra-fun.near,STRAMP,STRAMP,24
sp0xqxens9.vrtx,CHOONSIK,STRAYCAT,18
strump.token0.near,Shitzu Trump,STRUMP,18
stsbtc.tfactory.near,SaToshi ,STSBTC,18
santa_token.near,Santa Token,STT,0
sui-1441.meme-cooking.near,SUI,SUI,18
sun.aidols.near,Justin Sun,SUN,24
sunvnam.gra-fun.near,Sunvietnam,SunVNam,24
sunydb.gra-fun.near,Cosmic Ember,sunydb,24
supersid.aidols.near,Supercharged Sid,SUPERSID,24
suprchr.aidols.near,SuperCharge,SUPRCHR,24
survive.tkn.near,Survival Is Near,SURVIVE,18
svart.gra-fun.near,Voirol Art,svart,24
svn.token0.near,Seven,SVN,18
swag.tkn.near,SWAGGER,SWAG,18
swagger.tkn.near,SWAGGER,SWAGGER,18
swarm.token0.near,Swarm,SWARM,18
swasti.gra-fun.near,Swasticoin,Swasti,24
swd.tknx.near,SWORLD,SWD,8
swdog.gra-fun.near,Chita,SWDog,24
swear.tkn.near,SWEAR,SWEAR,18
sweat_token_testing.near,SWEAT,SWEAT,18
test.sweat,SWEAT,SWEAT,18
sweetdog.gra-fun.near,Chita,SWeetDog,24
swim.tkn.near,SWIM Coin,SWIM,18
31.contract.portalbridge.near,SybilZero,Sybzero,8
sydney.tfactory.near,"Hello, Sydney",SYDNEY,18
syn.tkn.near,WebSyndicate,SYN,18
sync.aidols.near,SparkSync,SYNC,24
synthium-879.meme-cooking.near,SYNTHIUM,SYNTHIUM,18
