"TX_HASH","RECEIPT_OBJECT_ID","BLOCK_ID","BLOCK_TIMESTAMP","RECEIPT_INDEX","CHUNK_HASH","RECEIPT_ACTIONS","EXECUTION_OUTCOME","RECEIPT_OUTCOME_ID","RECEIVER_ID","SIGNER_ID","RECEIPT_TYPE","GAS_BURNT","STATUS_VALUE","LOGS","PROOF","METADATA","RECEIPT_SUCCEEDED","ERROR_TYPE_0","ERROR_TYPE_1","ERROR_TYPE_2","ERROR_MESSAGE","_LOAD_TIMESTAMP","_PARTITION_BY_BLOCK_NUMBER"
"F65vXJYrBbGbL6hwMfWXVecVjBq1M84JbtLFpk8pnx1E","E7rTbsseY7juZrk1A7hvzmyAz1LgtU2Ww5w6GuKPPKa2","81047827","2022-12-20 02:51:43.454","0","5QwZf1pSzGGv9Y6nkbQZc36sbxx6a6zHhwF7BafhYhzE","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""dreamseller.near"",""signer_public_key"":""ed25519:DGiYNoiJKUJxwkER4eo3yY8c3RGvs8QAdHmudDyigLdG""}},""receipt_id"":""E7rTbsseY7juZrk1A7hvzmyAz1LgtU2Ww5w6GuKPPKa2"",""receiver_id"":""dreamseller.near""}","{""block_hash"":""E8amRuoh7UhyvM2QH8fbakX167g5bfug8taQbbneWcPr"",""id"":""E7rTbsseY7juZrk1A7hvzmyAz1LgtU2Ww5w6GuKPPKa2"",""outcome"":{""executor_id"":""dreamseller.near"",""gas_burnt"":223182562500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""9QJYZ181Xv7VegyHsjmUzyEWBDP7BpM3WEwmuNov3yLi""},{""direction"":""Right"",""hash"":""H9AMYKgCpJ64xBiV4vQWPwQngEXuH1E2EjAwEKGaHvTp""}]}","[]","dreamseller.near","dreamseller.near","action","223182562500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""9QJYZ181Xv7VegyHsjmUzyEWBDP7BpM3WEwmuNov3yLi""},{""direction"":""Right"",""hash"":""H9AMYKgCpJ64xBiV4vQWPwQngEXuH1E2EjAwEKGaHvTp""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 02:01:28.801","81040000"
"2B3rCUqcbBQVnevekweNum8JRJvLJvVtpsM7R8xLSpQR","dpoAJw2pPWtLBKMYM5LgL6NgzyYFcLav2pQyu4hkVj9","81069660","2022-12-20 10:21:58.051","0","25hj5xt1BDJzCTmj8HesrgtWvWtJUAgTBrkFM15jqq3u","{""predecessor_id"":""queef-vault.near"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""queef-vault.near"",""signer_public_key"":""ed25519:33CYGBZH2Ybt1faGWMkLCbh8cz3gs42vmnddUDHYa5SN""}},""receipt_id"":""dpoAJw2pPWtLBKMYM5LgL6NgzyYFcLav2pQyu4hkVj9"",""receiver_id"":""token.elcafecartel.near""}","{""block_hash"":""8jXnArasLtXJVVrXdrQFX5d2VspDDZb5bCG5QRBQGFGm"",""id"":""dpoAJw2pPWtLBKMYM5LgL6NgzyYFcLav2pQyu4hkVj9"",""outcome"":{""executor_id"":""token.elcafecartel.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""GsbP5Ych8fiXu9VewJ1v9rxqovZMEBXaNaZJha8PcQah""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Right"",""hash"":""GsxC6ojh2296tVFu3JmiQA7W1Ws9zHqCLuYAWW7Ld9bp""},{""direction"":""Left"",""hash"":""8yBGFbdfHYFtP9M8mdd72vS8weJGsrBPA9JyS7mTqnMV""},{""direction"":""Right"",""hash"":""G3xKkxipTtWV8TLy9aY26Ph7YdKEFem1DmNFKoUSJkMC""},{""direction"":""Right"",""hash"":""DWZ1CAPUTUMQcpqHq1igcwNDguXFzXKRStrchnjcGM9k""}]}","[""GsbP5Ych8fiXu9VewJ1v9rxqovZMEBXaNaZJha8PcQah""]","token.elcafecartel.near","queef-vault.near","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""GsxC6ojh2296tVFu3JmiQA7W1Ws9zHqCLuYAWW7Ld9bp""},{""direction"":""Left"",""hash"":""8yBGFbdfHYFtP9M8mdd72vS8weJGsrBPA9JyS7mTqnMV""},{""direction"":""Right"",""hash"":""G3xKkxipTtWV8TLy9aY26Ph7YdKEFem1DmNFKoUSJkMC""},{""direction"":""Right"",""hash"":""DWZ1CAPUTUMQcpqHq1igcwNDguXFzXKRStrchnjcGM9k""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 02:01:28.801","81060000"
"2B3rCUqcbBQVnevekweNum8JRJvLJvVtpsM7R8xLSpQR","GsbP5Ych8fiXu9VewJ1v9rxqovZMEBXaNaZJha8PcQah","81069661","2022-12-20 10:21:58.860","1","GC6vqEBHKWh4WYbk11BWXAEs9QT4vqCaAYVkvECVzJeQ","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""queef-vault.near"",""signer_public_key"":""ed25519:33CYGBZH2Ybt1faGWMkLCbh8cz3gs42vmnddUDHYa5SN""}},""receipt_id"":""GsbP5Ych8fiXu9VewJ1v9rxqovZMEBXaNaZJha8PcQah"",""receiver_id"":""queef-vault.near""}","{""block_hash"":""4vqPqi6EGqDR4CSps4p5DcqV9vxdXCk39LADEbXV1Mt8"",""id"":""GsbP5Ych8fiXu9VewJ1v9rxqovZMEBXaNaZJha8PcQah"",""outcome"":{""executor_id"":""queef-vault.near"",""gas_burnt"":223182562500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Right"",""hash"":""2uSgVMpg26zA2dPbcDxh1wqdDX3255SVdpimBfCLm3zj""},{""direction"":""Left"",""hash"":""BHUb7K1m8NYiMrN1SmwHPsBNdcbGcbDsMF8ojLA9aTkq""},{""direction"":""Left"",""hash"":""FCXio2bNimpozodhVGH9drciUw98SffBeaAVkRmA19Wv""},{""direction"":""Right"",""hash"":""AgHNAnAGuyeYKinqk3i6ccWmu3wmqSPmpBcWkWccN3U1""}]}","[]","queef-vault.near","queef-vault.near","action","223182562500","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""2uSgVMpg26zA2dPbcDxh1wqdDX3255SVdpimBfCLm3zj""},{""direction"":""Left"",""hash"":""BHUb7K1m8NYiMrN1SmwHPsBNdcbGcbDsMF8ojLA9aTkq""},{""direction"":""Left"",""hash"":""FCXio2bNimpozodhVGH9drciUw98SffBeaAVkRmA19Wv""},{""direction"":""Right"",""hash"":""AgHNAnAGuyeYKinqk3i6ccWmu3wmqSPmpBcWkWccN3U1""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 02:01:28.801","81060000"
"EcszsFPr1AT5moFEaeCdczaqGrK7PckAetBFSGHUEaJy","3Er7RyYoRBueEN8MRoeSnqYRmCW4kpo9Rfh64NSJxFhx","81343947","2022-12-24 08:12:17.227","7","8a167sQESTaQW8iUT8nTizbtfuhRBn8Ws8EidKXHS11E","{""predecessor_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""signer_public_key"":""ed25519:EopAAzydsj1XybYzUE3JqTs3HcVH4rK3h9fzoVw8nDnp""}},""receipt_id"":""3Er7RyYoRBueEN8MRoeSnqYRmCW4kpo9Rfh64NSJxFhx"",""receiver_id"":""token.v2.ref-finance.near""}","{""block_hash"":""BMbaeXHfuMwPMySRz5BE9ehwFKiLxyryyinArGwQ1WeX"",""id"":""3Er7RyYoRBueEN8MRoeSnqYRmCW4kpo9Rfh64NSJxFhx"",""outcome"":{""executor_id"":""token.v2.ref-finance.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""D3uQUW7u6F6heW29ha7QJKRdegRWugLyAgcKZzR5Mkg3""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Left"",""hash"":""FBJHQnohpjSZ7qefvs71NLCpWvYHSCnhGJNzUsBUaVXE""}]}","[""D3uQUW7u6F6heW29ha7QJKRdegRWugLyAgcKZzR5Mkg3""]","token.v2.ref-finance.near","7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""FBJHQnohpjSZ7qefvs71NLCpWvYHSCnhGJNzUsBUaVXE""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81340000"
"EcszsFPr1AT5moFEaeCdczaqGrK7PckAetBFSGHUEaJy","D3uQUW7u6F6heW29ha7QJKRdegRWugLyAgcKZzR5Mkg3","81343948","2022-12-24 08:12:18.230","2","9q4R9SGNwGaDf6wouWDAnXy6rUw5WLPxc71AKVzTw7Vv","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""signer_public_key"":""ed25519:EopAAzydsj1XybYzUE3JqTs3HcVH4rK3h9fzoVw8nDnp""}},""receipt_id"":""D3uQUW7u6F6heW29ha7QJKRdegRWugLyAgcKZzR5Mkg3"",""receiver_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6""}","{""block_hash"":""DNRv5tt2zwdFGBJ9dtXt81NL4LgTjNZwxeY8PEpEusMV"",""id"":""D3uQUW7u6F6heW29ha7QJKRdegRWugLyAgcKZzR5Mkg3"",""outcome"":{""executor_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""CGK7xUziJHAX5GdWpkWfzWREE3AECCD6AcqJHhz38uNo""},{""direction"":""Left"",""hash"":""5bQazbiAZjgwFQQkxSxYAN95dV7t4HnEyiDDc7z8FrK""},{""direction"":""Right"",""hash"":""GkH7raPWXbsZ4SwwoPgMEtrcKjqz6YLPyTZu4YjcGVR7""}]}","[]","7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6","7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""CGK7xUziJHAX5GdWpkWfzWREE3AECCD6AcqJHhz38uNo""},{""direction"":""Left"",""hash"":""5bQazbiAZjgwFQQkxSxYAN95dV7t4HnEyiDDc7z8FrK""},{""direction"":""Right"",""hash"":""GkH7raPWXbsZ4SwwoPgMEtrcKjqz6YLPyTZu4YjcGVR7""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81340000"
"KfE1oAwALQzhsxsPi9JfVa2dsNAqtPKZuwECYpfhGKD","EeMnALYsRy5BJiqesPiiCMWtm22YK6Sk3XXg6c5sd8vp","81343995","2022-12-24 08:13:14.084","0","8gaRXd71j4uG7Q4UvGfFGiWMHzomkeLqdL3iGbKgC9Kd","{""predecessor_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""signer_public_key"":""ed25519:EopAAzydsj1XybYzUE3JqTs3HcVH4rK3h9fzoVw8nDnp""}},""receipt_id"":""EeMnALYsRy5BJiqesPiiCMWtm22YK6Sk3XXg6c5sd8vp"",""receiver_id"":""aurora""}","{""block_hash"":""8QE3SDQj78WPYr2LFEE1SbSkRbDC7wiASqFfxQV8YqwF"",""id"":""EeMnALYsRy5BJiqesPiiCMWtm22YK6Sk3XXg6c5sd8vp"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""EtjRm9MKz48o35qTL3ZM2K6Q1FGQBY5eQos8rMgDcCGJ""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[]}","[""EtjRm9MKz48o35qTL3ZM2K6Q1FGQBY5eQos8rMgDcCGJ""]","aurora","7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6","action","108059500000","{""SuccessValue"":""""}","[]","[]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81340000"
"KfE1oAwALQzhsxsPi9JfVa2dsNAqtPKZuwECYpfhGKD","EtjRm9MKz48o35qTL3ZM2K6Q1FGQBY5eQos8rMgDcCGJ","81343996","2022-12-24 08:13:15.097","0","GNHpPrSVeJvc3qHeYHhn7vU7GZY2ewCpdbpbN48XRQe1","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""signer_public_key"":""ed25519:EopAAzydsj1XybYzUE3JqTs3HcVH4rK3h9fzoVw8nDnp""}},""receipt_id"":""EtjRm9MKz48o35qTL3ZM2K6Q1FGQBY5eQos8rMgDcCGJ"",""receiver_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6""}","{""block_hash"":""BgksnDND22XG24NMYHEMtz6n92u4NQgbhxQtb22aFaz9"",""id"":""EtjRm9MKz48o35qTL3ZM2K6Q1FGQBY5eQos8rMgDcCGJ"",""outcome"":{""executor_id"":""7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[]}","[]","7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6","7b63af639003de41e6b921dadd85273c11031d45e3690b0877812f678dd383e6","action","424555062500","{""SuccessValue"":""""}","[]","[]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81340000"
"ErrZ2ypBJ76EQWrTwd6ydTB3GmCciznoeFYsqXCGFwB1","2XpGyfRjQVtjKB6x27kf1E4enppmX6xe1cMEgSactNbn","81366174","2022-12-24 15:15:56.173","0","G31RbnLQoDYGYvCi6whP7hrSzHByv5pf1MRxb34tH2mS","{""predecessor_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""signer_public_key"":""ed25519:J1U3TdCbgGZAfqEz5Qcw5Aq7QKyxRHJwxkcXT1gkgj7T""}},""receipt_id"":""2XpGyfRjQVtjKB6x27kf1E4enppmX6xe1cMEgSactNbn"",""receiver_id"":""aurora""}","{""block_hash"":""5ZRCq6doBSMocbwmpSfTkufrtbpiJdqaHUy3UWAvtMUx"",""id"":""2XpGyfRjQVtjKB6x27kf1E4enppmX6xe1cMEgSactNbn"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""GSinsQMGpXWKrJtmkRC6NtvtathDYWNLGyoKHMxTzAms""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[]}","[""GSinsQMGpXWKrJtmkRC6NtvtathDYWNLGyoKHMxTzAms""]","aurora","fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386","action","108059500000","{""SuccessValue"":""""}","[]","[]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81360000"
"ErrZ2ypBJ76EQWrTwd6ydTB3GmCciznoeFYsqXCGFwB1","GSinsQMGpXWKrJtmkRC6NtvtathDYWNLGyoKHMxTzAms","81366175","2022-12-24 15:15:57.553","0","GwkG1CrQSoi5EGadQgo5uFVnZRmipDbeuepZZkFfw1YD","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""signer_public_key"":""ed25519:J1U3TdCbgGZAfqEz5Qcw5Aq7QKyxRHJwxkcXT1gkgj7T""}},""receipt_id"":""GSinsQMGpXWKrJtmkRC6NtvtathDYWNLGyoKHMxTzAms"",""receiver_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386""}","{""block_hash"":""Fnj4uGrXsCZfq9W165Kd8irAcV7TVwVmKejSDBJ5Uwft"",""id"":""GSinsQMGpXWKrJtmkRC6NtvtathDYWNLGyoKHMxTzAms"",""outcome"":{""executor_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[]}","[]","fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386","fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386","action","424555062500","{""SuccessValue"":""""}","[]","[]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81360000"
"BBJYQFd1yTAVaBbsvgEbeuiD1k14PgwvLXMUZ2CLJpo","9NekgXn3ma4trMtQA7VY6vRfHBtdzMxFEtNNmqBkRpP7","81366240","2022-12-24 15:17:14.401","0","EtRYvi9GThfhRjXB9paRkFPchtAD3CcvYD6zGRX7Cweg","{""predecessor_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""signer_public_key"":""ed25519:J1U3TdCbgGZAfqEz5Qcw5Aq7QKyxRHJwxkcXT1gkgj7T""}},""receipt_id"":""9NekgXn3ma4trMtQA7VY6vRfHBtdzMxFEtNNmqBkRpP7"",""receiver_id"":""aurora""}","{""block_hash"":""Ced5po4emTJGTSdA6KhR7C5f6kSWPJ4yDSoGFwyNfjCZ"",""id"":""9NekgXn3ma4trMtQA7VY6vRfHBtdzMxFEtNNmqBkRpP7"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""3Jr1481RAMjxaKRWZ3FCqotwkfoYZJN8tr7NpLwfsgMJ""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[]}","[""3Jr1481RAMjxaKRWZ3FCqotwkfoYZJN8tr7NpLwfsgMJ""]","aurora","fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386","action","108059500000","{""SuccessValue"":""""}","[]","[]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81360000"
"BBJYQFd1yTAVaBbsvgEbeuiD1k14PgwvLXMUZ2CLJpo","3Jr1481RAMjxaKRWZ3FCqotwkfoYZJN8tr7NpLwfsgMJ","81366241","2022-12-24 15:17:15.531","1","CpiKpPuHy2J1RqCaYTMZ8d6ota9vrANVYzWENhNcuGsa","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""signer_public_key"":""ed25519:J1U3TdCbgGZAfqEz5Qcw5Aq7QKyxRHJwxkcXT1gkgj7T""}},""receipt_id"":""3Jr1481RAMjxaKRWZ3FCqotwkfoYZJN8tr7NpLwfsgMJ"",""receiver_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386""}","{""block_hash"":""ANjrLukAbD4khtXd28H8Sxqk6xdmVfsShizaSXJmRegF"",""id"":""3Jr1481RAMjxaKRWZ3FCqotwkfoYZJN8tr7NpLwfsgMJ"",""outcome"":{""executor_id"":""fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""BX7qKm9mZ65o36zPJvyZ92V4gbUhuWUWTNgnA9o4jKo""},{""direction"":""Left"",""hash"":""U1NqHYETJroSEyyR4yGaDcuFDmMUrHdcu4oHEanrPre""},{""direction"":""Right"",""hash"":""DZDiDVn5bPz9ZiZjgvkaKzXqV18ux6aLcRzVkPuZZaLc""}]}","[]","fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386","fcb54132f7fcdfdca1c18924e910bdcf75748b32c655100260a22a403e838386","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""BX7qKm9mZ65o36zPJvyZ92V4gbUhuWUWTNgnA9o4jKo""},{""direction"":""Left"",""hash"":""U1NqHYETJroSEyyR4yGaDcuFDmMUrHdcu4oHEanrPre""},{""direction"":""Right"",""hash"":""DZDiDVn5bPz9ZiZjgvkaKzXqV18ux6aLcRzVkPuZZaLc""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81360000"
"J9XPRreTrBYbcxbPPMZaiDPLKBkGVDrtWVBzAgWtPKZB","3kSG3fv5EPdTgGmEqjFp4sRHXRxT1z7WzFZ44ewUbyRy","81368984","2022-12-24 16:10:00.001","1","6xikM4KBRgf7Hz8TUst1bRg6KCUY4dngy2mKxjxLSLde","{""predecessor_id"":""elcafecartel.near"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""elcafecartel.near"",""signer_public_key"":""ed25519:EupHGP53zUqWFG19ftgRRH2hJCXQHbXidpGnkzN8wQjM""}},""receipt_id"":""3kSG3fv5EPdTgGmEqjFp4sRHXRxT1z7WzFZ44ewUbyRy"",""receiver_id"":""token.elcafecartel.near""}","{""block_hash"":""HJsqrzrxYhZgPDEWUQ2oekmtA2ZrS3MdAqT9xQacWxnq"",""id"":""3kSG3fv5EPdTgGmEqjFp4sRHXRxT1z7WzFZ44ewUbyRy"",""outcome"":{""executor_id"":""token.elcafecartel.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""Doy7E5ZtUsPpGby4Q5kFycuRXQjXBK5wvu5kwGcJReUy""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Left"",""hash"":""Cc3GrkmS2sW38GQh8Con8JE8RFti7s6gpqDtWeDWk4Eo""},{""direction"":""Right"",""hash"":""D719yobzN1wiQim2CdEedUer5JrXo5GAFZS4ZoCsod5L""},{""direction"":""Left"",""hash"":""BUbs3J6Xcb5AvGeXTs4GS5BUDrEjgsAUHy9KAzuEDAME""},{""direction"":""Right"",""hash"":""aQhKzRAgRyJi3oZVmQhjuxkvAXtPM2KVnssWCwdwxas""},{""direction"":""Right"",""hash"":""GPP3PYNjfaLFrbFprouwLeonV1ExwtUUtgi2hYdzspbY""}]}","[""Doy7E5ZtUsPpGby4Q5kFycuRXQjXBK5wvu5kwGcJReUy""]","token.elcafecartel.near","elcafecartel.near","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""Cc3GrkmS2sW38GQh8Con8JE8RFti7s6gpqDtWeDWk4Eo""},{""direction"":""Right"",""hash"":""D719yobzN1wiQim2CdEedUer5JrXo5GAFZS4ZoCsod5L""},{""direction"":""Left"",""hash"":""BUbs3J6Xcb5AvGeXTs4GS5BUDrEjgsAUHy9KAzuEDAME""},{""direction"":""Right"",""hash"":""aQhKzRAgRyJi3oZVmQhjuxkvAXtPM2KVnssWCwdwxas""},{""direction"":""Right"",""hash"":""GPP3PYNjfaLFrbFprouwLeonV1ExwtUUtgi2hYdzspbY""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81360000"
"J9XPRreTrBYbcxbPPMZaiDPLKBkGVDrtWVBzAgWtPKZB","Doy7E5ZtUsPpGby4Q5kFycuRXQjXBK5wvu5kwGcJReUy","81368985","2022-12-24 16:10:01.213","0","D1nDqHmgojSKNf8JmMsZL5yeKj9GU39oaiS6RTHsN3kg","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""elcafecartel.near"",""signer_public_key"":""ed25519:EupHGP53zUqWFG19ftgRRH2hJCXQHbXidpGnkzN8wQjM""}},""receipt_id"":""Doy7E5ZtUsPpGby4Q5kFycuRXQjXBK5wvu5kwGcJReUy"",""receiver_id"":""elcafecartel.near""}","{""block_hash"":""EcpxaZu467wt8vBTbBF2e4bvbMGnL7AHFgDD81qGPCU4"",""id"":""Doy7E5ZtUsPpGby4Q5kFycuRXQjXBK5wvu5kwGcJReUy"",""outcome"":{""executor_id"":""elcafecartel.near"",""gas_burnt"":223182562500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Right"",""hash"":""HLDHz3QFmGazbmuvQmeHk8QY5TWqe2jdKAGwwYKN7XXk""},{""direction"":""Left"",""hash"":""2WF5E6P48q1NctHLLt994UVCXEm33cknRF7q1BpvXrbq""}]}","[]","elcafecartel.near","elcafecartel.near","action","223182562500","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""HLDHz3QFmGazbmuvQmeHk8QY5TWqe2jdKAGwwYKN7XXk""},{""direction"":""Left"",""hash"":""2WF5E6P48q1NctHLLt994UVCXEm33cknRF7q1BpvXrbq""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81360000"
